State,County,GROCPTH14,FFRPTH14
AR,Baxter,0.17132927,0.783219522
AR,Benton,0.123802724,0.660281197
AR,Boone,0.107538445,0.618346059
AR,Bradley,0.269106566,0.538213132
AR,Calhoun,0,0.384467512
AR,Carroll,0.180219146,0.540657439
AR,Chicot,0.268336315,0.447227191
AR,Clark,0.088589653,0.841601701
AR,Clay,0.264585263,0.595316841
AR,Cleburne,0.312085511,0.624171023
AR,Cleveland,0.118357202,0.118357202
AR,Columbia,0.125349935,0.919232858
AR,Conway,0.18972632,0.33202106
AR,Craighead,0.195087692,0.741333229
AR,Crawford,0.129665948,0.453830818
AR,Crittenden,0.181642044,0.686203278
AR,Cross,0.174145237,0.696580949
AR,Dallas,0.386847195,0.386847195
AR,Desha,0.32615786,0.733855186
AR,Drew,0.10739985,0.805498872
AR,Faulkner,0.082803392,0.654146794
AR,Franklin,0.112327998,0.336983993
AR,Fulton,0.082474227,0.329896907
AR,Garland,0.174677873,0.873389367
AR,Grant,0.110229277,0.330687831
AR,Greene,0.114432187,0.64082025
AR,Hempstead,0.134366462,0.492677028
AR,Hot Spring,0.179812994,0.419563654
AR,Howard,0.074074074,0.666666667
AR,Independence,0.162342055,0.568197191
AR,Izard,0.296603886,0.222452914
AR,Jackson,0.171096156,0.513288468
AR,Jefferson,0.235141154,0.774582624
AR,Johnson,0.076908287,0.422995578
AR,Lafayette,0.281254395,0.421881592
AR,Lawrence,0.236253027,0.35437954
AR,Lee,0.101419878,0.304259635
AR,Lincoln,0.071581961,0.357909807
AR,Little River,0.159591446,0.478774338
AR,Logan,0.091082977,0.592039348
AR,Lonoke,0.111798985,0.531045181
AR,Madison,0.254129606,0.190597205
AR,Marion,0.183295656,0.30549276
AR,Miller,0.161186331,0.552638851
AR,Mississippi,0.248671866,0.723409065
AR,Monroe,0.395673965,0.659456608
AR,Montgomery,0.110107906,0.440431623
AR,Nevada,0.114639459,0.343918377
AR,Newton,0.506072874,0.126518219
AR,Ouachita,0.161108426,0.644433704
AR,Perry,0.09760859,0.09760859
AR,Phillips,0.351229303,0.351229303
AR,Pike,0.362844702,0.453555878
AR,Poinsett,0.206219583,0.701146581
AR,Polk,0.197775031,0.395550062
AR,Pope,0.110757741,0.822771792
AR,Prairie,0.240847784,0.120423892
AR,Pulaski,0.16042699,0.875982297
AR,Randolph,0.284559786,0.455295658
AR,St. Francis,0.297408826,0.371761032
AR,Saline,0.103699479,0.553063888
AR,Scott,0.187038249,0.374076499
AR,Searcy,0.378357927,0.504477235
AR,Sebastian,0.149870638,0.757241118
AR,Sevier,0.229542064,0.401698611
AR,Sharp,0.177451792,0.532355377
AR,Stone,0.160076837,0.800384184
AR,Union,0.149153554,0.671190991
AR,Van Buren,0.0593437,0.356061955
AR,Washington,0.149461937,0.711076488
AR,White,0.152687296,0.763436482
AR,Woodruff,0.289435601,0.578871201
AR,Yell,0.091112022,0.4100041
CA,Alameda,0.234027615,0.767262951
CA,Alpine,0,1.792114695
CA,Amador,0.326601709,0.381035327
CA,Butte,0.205136438,0.66446368
CA,Calaveras,0.268913589,0.649874507
CA,Colusa,0.420187684,0.420187684
CA,Contra Costa,0.176363828,0.579481148
CA,Del Norte,0.257239453,0.367484933
CA,El Dorado,0.18024218,0.589883498
CA,Fresno,0.258806138,0.620099506
CA,Glenn,0.321945985,0.500804865
CA,Humboldt,0.333805606,0.682447018
CA,Imperial,0.189847619,0.563959105
CA,Inyo,0.217273221,0.760456274
CA,Kern,0.211527929,0.628866816
CA,Kings,0.206296708,0.578961729
CA,Lake,0.342764552,0.514146828
CA,Lassen,0.220479385,0.409461715
CA,Los Angeles,0.205205153,0.770804328
CA,Madera,0.245878303,0.50469757
CA,Marin,0.272291467,0.70949185
CA,Mariposa,0.565546884,0.452437507
CA,Mendocino,0.534887162,0.591790051
CA,Merced,0.240282632,0.484319681
CA,Modoc,0.554139421,0.332483653
CA,Mono,0.357219404,1.214545974
CA,Monterey,0.261971883,0.584220483
CA,Napa,0.296469891,0.557645747
CA,Nevada,0.273022357,0.626940228
CA,Orange,0.168175958,0.886977172
CA,Placer,0.177565417,0.836709767
CA,Plumas,0.537461034,0.537461034
CA,Riverside,0.157560026,0.612208713
CA,Sacramento,0.180158783,0.680824763
CA,San Benito,0.154461359,0.463384077
CA,San Bernardino,0.153364142,0.678778332
CA,San Diego,0.190903377,0.806513145
CA,San Francisco,0.425821936,1.083910383
CA,San Joaquin,0.220794665,0.617666089
CA,San Luis Obispo,0.261570931,0.795462282
CA,San Mateo,0.229375637,0.727674434
CA,Santa Barbara,0.301814518,0.739785961
CA,Santa Clara,0.184735077,0.756886
CA,Santa Cruz,0.261217642,0.654883666
CA,Shasta,0.205779627,0.695201442
CA,Sierra,0.333000333,0.333000333
CA,Siskiyou,0.435500138,0.641789676
CA,Solano,0.160044163,0.649454574
CA,Sonoma,0.277837743,0.589655641
CA,Stanislaus,0.25188112,0.633462219
CA,Sutter,0.239965779,0.667730863
CA,Tehama,0.15856153,0.539109201
CA,Trinity,0.759301443,0.759301443
CA,Tulare,0.266260438,0.497601474
CA,Tuolumne,0.260073192,0.538723041
CA,Ventura,0.204448709,0.713797806
CA,Yolo,0.192687509,0.693675033
CA,Yuba,0.162236703,0.392072033
CO,Adams,0.13729463,0.657350047
CO,Alamosa,0.247264635,0.865426222
CO,Arapahoe,0.151901762,0.738501117
CO,Archuleta,0.245017968,0.571708592
CO,Baca,0.274348422,0.274348422
CO,Bent,0.355239787,0.177619893
CO,Boulder,0.191489565,0.823405131
CO,Broomfield,0.112652483,1.094338408
CO,Chaffee,0.381201329,0.925774656
CO,Cheyenne,1.068947087,0
CO,Clear Creek,0.108849461,1.197344073
CO,Conejos,0.362976407,0.120992136
CO,Costilla,0.560538117,0
CO,Crowley,0.186567164,0
CO,Custer,0.45861041,0.229305205
CO,Delta,0.200870439,0.535654503
CO,Denver,0.180760459,0.876688227
CO,Dolores,0.505561173,0
CO,Douglas,0.082634647,0.648364152
CO,Eagle,0.340129627,0.869220158
CO,Elbert,0.0413309,0.289315974
CO,El Paso,0.088919835,0.679709247
CO,Fremont,0.129026709,0.322566771
CO,Garfield,0.19143419,0.800542977
CO,Gilpin,0.170910955,0
CO,Grand,0.34373711,1.099958752
CO,Gunnison,0.317965024,0.890302067
CO,Hinsdale,2.544529262,0
CO,Huerfano,0.619003405,0.619003405
CO,Jackson,1.432664756,0
CO,Jefferson,0.111011042,0.759172287
CO,Kiowa,1.426533524,0
CO,Kit Carson,0.619425173,0.991080278
CO,Lake,0.271849939,0.679624847
CO,La Plata,0.203745207,0.852025413
CO,Larimer,0.114154547,0.777485021
CO,Las Animas,0.284656988,0.782806718
CO,Lincoln,0.54446461,0.54446461
CO,Logan,0.133191263,0.577162138
CO,Mesa,0.134902701,0.613807291
CO,Mineral,1.432664756,1.432664756
CO,Moffat,0.15470297,0.386757426
CO,Montezuma,0.271612603,0.543225206
CO,Montrose,0.22019426,0.538252636
CO,Morgan,0.211804575,0.388308387
CO,Otero,0.216356556,0.594980528
CO,Ouray,0.64808814,1.29617628
CO,Park,0.244723157,0.305903946
CO,Phillips,0.916800367,0.458400183
CO,Pitkin,0.397140588,1.077953024
CO,Prowers,0.249293668,0.830978893
CO,Pueblo,0.105019305,0.599227799
CO,Rio Blanco,0.149097957,0.745489787
CO,Rio Grande,0.344619626,0.430774533
CO,Routt,0.377121307,1.047559187
CO,Saguache,0.645577792,0.161394448
CO,San Juan,1.388888889,5.555555556
CO,San Miguel,0.892857143,1.530612245
CO,Sedgwick,0.425894378,0.425894378
CO,Summit,0.374098762,1.632430962
CO,Teller,0.171020565,0.598571978
CO,Washington,0.209205021,0.418410042
CO,Weld,0.104440523,0.536608204
CO,Yuma,0.392079984,0.196039992
CT,Fairfield,0.228465537,0.697031429
CT,Hartford,0.272833065,0.667049004
CT,Litchfield,0.216224398,0.518938554
CT,Middlesex,0.206131815,0.642646247
CT,New Haven,0.23221333,0.757015455
CT,New London,0.157120098,0.686943685
CT,Tolland,0.099096897,0.442632806
CT,Windham,0.179490248,0.529923588
DE,Kent,0.139545431,0.511666579
DE,New Castle,0.164623049,0.696482132
DE,Sussex,0.237136529,0.673467742
DC,District of Columbia,0.300504027,1.273347873
FL,Alachua,0.144317029,0.752788829
FL,Baker,0.147639612,0.590558447
FL,Bay,0.14526357,0.75984021
FL,Bradford,0.149801513,0.599206052
FL,Brevard,0.145451934,0.615926089
FL,Broward,0.200081852,0.687981982
FL,Calhoun,0.275254611,0.481695568
FL,Charlotte,0.112777046,0.439236915
FL,Citrus,0.129146129,0.337214892
FL,Clay,0.105106157,0.595601558
FL,Collier,0.177764015,0.530424885
FL,Columbia,0.117894985,0.589474925
FL,DeSoto,0.14280818,0.314177996
FL,Dixie,0.188596216,0.502923241
FL,Duval,0.182689501,0.823216717
FL,Escambia,0.141634397,0.605165149
FL,Flagler,0.166002656,0.361299898
FL,Franklin,0.507829031,0.423190859
FL,Gadsden,0.21607139,0.410535641
FL,Gilchrist,0.176501736,0.353003471
FL,Glades,0,0.146681335
FL,Gulf,0.250878073,0.439036628
FL,Hamilton,0.142369021,0.498291572
FL,Hardee,0.364046744,0.327642069
FL,Hendry,0.311647838,0.57135437
FL,Hernando,0.130789571,0.466293253
FL,Highlands,0.142513946,0.407182703
FL,Hillsborough,0.201322193,0.635874247
FL,Holmes,0.152671756,0.203562341
FL,Indian River,0.193430279,0.538841491
FL,Jackson,0.163931067,0.553267351
FL,Jefferson,0.213523132,0.427046263
FL,Lafayette,0.113186191,0.226372383
FL,Lake,0.129874244,0.446640692
FL,Lee,0.170710494,0.522432978
FL,Leon,0.144372297,0.894403989
FL,Levy,0.227198142,0.429152046
FL,Liberty,0.358851675,0
FL,Madison,0.162004536,0.486013608
FL,Manatee,0.142148027,0.511732898
FL,Marion,0.162162003,0.477640808
FL,Martin,0.215135079,0.671482216
FL,Miami-Dade,0.248979111,0.61587593
FL,Monroe,0.311138768,0.907488073
FL,Nassau,0.117464337,0.639528054
FL,Okaloosa,0.122129946,0.758223416
FL,Okeechobee,0.306521239,0.434238422
FL,Orange,0.179568891,0.756583594
FL,Osceola,0.164404228,0.596368278
FL,Palm Beach,0.192457663,0.651064956
FL,Pasco,0.133929215,0.391485399
FL,Pinellas,0.206801422,0.653449853
FL,Polk,0.146540232,0.456953413
FL,Putnam,0.180197663,0.388118043
FL,St. Johns,0.128488108,0.610318513
FL,St. Lucie,0.123699438,0.474181178
FL,Santa Rosa,0.091786908,0.507887555
FL,Sarasota,0.221683688,0.463520438
FL,Seminole,0.142367734,0.693760226
FL,Sumter,0.113686052,0.236117184
FL,Suwannee,0.136295489,0.499750125
FL,Taylor,0.132849172,0.442830573
FL,Union,0,0.197498354
FL,Volusia,0.126100672,0.530016886
FL,Wakulla,0.127258844,0.318147111
FL,Walton,0.146270112,0.731350561
FL,Washington,0.122694368,0.695268087
GA,Appling,0.0539374,0.701186624
GA,Atkinson,0.364830354,0.486440472
GA,Bacon,0.177289247,0.620512366
GA,Baker,0.307219662,0
GA,Baldwin,0.152475549,0.871288854
GA,Banks,0,0.765236403
GA,Barrow,0.177498635,0.546149645
GA,Bartow,0.137611072,0.570103012
GA,Ben Hill,0.171781951,0.801649107
GA,Berrien,0.320855615,0.481283422
GA,Bibb,0.227413015,1.124070043
GA,Bleckley,0.234466589,0.390777648
GA,Brantley,0.217190639,0.325785959
GA,Brooks,0.194577766,0.454014788
GA,Bryan,0.206453135,0.796319236
GA,Bulloch,0.152593394,0.776839097
GA,Burke,0.176141618,0.352283236
GA,Butts,0.128380692,0.513522766
GA,Calhoun,0.154726907,0.154726907
GA,Camden,0.096103946,0.672727622
GA,Candler,0.367376929,1.102130786
GA,Carroll,0.210354711,0.709947148
GA,Catoosa,0.121912193,0.700995108
GA,Charlton,0.155074824,0.465224471
GA,Chatham,0.197615208,1.019835626
GA,Chattahoochee,0.084480865,0.16896173
GA,Chattooga,0.280684871,0.400978387
GA,Cherokee,0.164512847,0.640734247
GA,Clarke,0.206717492,0.99224396
GA,Clay,0.644745326,0
GA,Clayton,0.201837469,0.70643114
GA,Clinch,0.146391451,0.731957254
GA,Cobb,0.146378634,0.824918842
GA,Coffee,0.186867861,0.677395996
GA,Colquitt,0.281983428,0.563966856
GA,Columbia,0.129257416,0.517029665
GA,Cook,0.232369002,0.755199256
GA,Coweta,0.132771758,0.486829779
GA,Crawford,0.080729797,0.080729797
GA,Crisp,0.610447371,0.784860905
GA,Dade,0.244066142,0.488132284
GA,Dawson,0.130679096,0.740514876
GA,Decatur,0.220426157,0.77149155
GA,DeKalb,0.211864113,0.823915997
GA,Dodge,0.333714722,0.619755912
GA,Dooly,0,0.422892585
GA,Dougherty,0.205612129,0.995595572
GA,Douglas,0.100881997,0.612497838
GA,Early,0.381279192,0.47659899
GA,Echols,0,0
GA,Effingham,0.072172203,0.433033217
GA,Elbert,0.308673732,0.565901842
GA,Emanuel,0.131839156,0.527356625
GA,Evans,0.275279868,0.45879978
GA,Fannin,0.378899507,0.841998905
GA,Fayette,0.155018967,0.866282463
GA,Floyd,0.197786869,0.780737641
GA,Forsyth,0.176209729,0.636312909
GA,Franklin,0.224577794,0.673733381
GA,Fulton,0.204753698,1.151237706
GA,Gilmer,0.242811058,0.728433175
GA,Glascock,0.327546675,0
GA,Glynn,0.243383024,1.095223608
GA,Gordon,0.19626385,0.624475886
GA,Grady,0.197168658,0.630939706
GA,Greene,0.363856883,0.424499697
GA,Gwinnett,0.165162737,0.766582908
GA,Habersham,0.137136588,0.68568294
GA,Hall,0.178233496,0.581879944
GA,Hancock,0.235045246,0.822658362
GA,Haralson,0.139659928,0.663384658
GA,Harris,0.152086629,0.243338606
GA,Hart,0.157623044,0.472869133
GA,Heard,0.086184607,0.34473843
GA,Henry,0.121569746,0.710715438
GA,Houston,0.093889787,0.838301668
GA,Irwin,0.109841828,0.439367311
GA,Jackson,0.096977534,0.549539357
GA,Jasper,0.22334723,0.22334723
GA,Jeff Davis,0.26919712,0.538394239
GA,Jefferson,0.368731563,0.676007866
GA,Jenkins,0.109589041,0.657534247
GA,Johnson,0.206164313,0.618492939
GA,Jones,0.069475805,0.243165318
GA,Lamar,0.219695721,0.439391443
GA,Lanier,0.096404126,0.385616504
GA,Laurens,0.188083844,0.815029989
GA,Lee,0.205542804,0.445342743
GA,Liberty,0.092027363,0.659529433
GA,Lincoln,0.13119916,0.393597481
GA,Long,0.0584351,0.175305323
GA,Lowndes,0.114514239,0.960157853
GA,Lumpkin,0.096227868,0.866050808
GA,McDuffie,0.187178287,0.701918577
GA,McIntosh,0.140706346,0.703531729
GA,Macon,0.290023202,0.507540603
GA,Madison,0.141282848,0.353207121
GA,Marion,0.227350233,0.454700466
GA,Meriwether,0.377394094,0.471742617
GA,Miller,0.335683115,0.167841558
GA,Mitchell,0.351324053,0.658732598
GA,Monroe,0.11090163,0.480573731
GA,Montgomery,0.111222333,0.444889334
GA,Morgan,0.111383382,0.835375362
GA,Murray,0.101497082,0.634356762
GA,Muscogee,0.194138994,0.970694968
GA,Newton,0.183265011,0.569086086
GA,Oconee,0.170974268,0.940358476
GA,Oglethorpe,0.068152389,0.272609555
GA,Paulding,0.100679925,0.422855685
GA,Peach,0.148577372,0.705742515
GA,Pickens,0.166683335,0.466713338
GA,Pierce,0.210626086,0.68453478
GA,Pike,0.112460639,0.224921278
GA,Polk,0.194491041,0.705030025
GA,Pulaski,0.174170513,0.957937821
GA,Putnam,0.188750472,0.330313326
GA,Quitman,0.431965443,0
GA,Rabun,0.184694946,1.046604691
GA,Randolph,0.136742787,0.546971147
GA,Richmond,0.158913035,0.78463311
GA,Rockdale,0.205118855,0.82047542
GA,Schley,0.193685842,0.387371683
GA,Screven,0.212992545,0.354987575
GA,Seminole,0.690766751,0.460511167
GA,Spalding,0.171907233,0.843908233
GA,Stephens,0.156985871,0.588697017
GA,Stewart,0.174094708,0
GA,Sumter,0.192110656,0.672387295
GA,Talbot,0.156494523,0.156494523
GA,Taliaferro,0,0
GA,Tattnall,0.158579131,0.237868696
GA,Taylor,0.236910685,0.710732054
GA,Telfair,0.242160068,0.423780119
GA,Terrell,0.657030223,0.657030223
GA,Thomas,0.155697413,0.822972041
GA,Tift,0.221108491,0.958136792
GA,Toombs,0.183271021,0.95300931
GA,Towns,0.270318976,0.630744278
GA,Treutlen,0.147536146,0.442608439
GA,Troup,0.201528739,0.762930228
GA,Turner,0.122654238,0.981233902
GA,Twiggs,0,0.120192308
GA,Union,0.181950509,0.818777293
GA,Upson,0.304692261,0.685557587
GA,Walker,0.117271101,0.337154417
GA,Walton,0.102722137,0.570678537
GA,Ware,0.140785584,0.816556385
GA,Warren,0.18115942,0.18115942
GA,Washington,0.096922704,0.581536225
GA,Wayne,0.066780193,0.701192026
GA,Webster,0.377500944,0
GA,Wheeler,0.125078174,0.125078174
GA,White,0.107257776,0.786557025
GA,Whitfield,0.212474165,0.791949161
GA,Wilcox,0,0.226065333
GA,Wilkes,0.301810865,0.402414487
GA,Wilkinson,0.428908428,0.107227107
GA,Worth,0.095510984,0.334288443
HI,Hawaii,0.231731809,0.746691385
HI,Honolulu,0.191573199,0.924592756
HI,Kalawao,0,0
HI,Kauai,0.312167435,0.908123448
HI,Maui,0.251504426,0.754513278
ID,Ada,0.098536961,0.720258261
ID,Adams,0.259000259,0.259000259
ID,Bannock,0.119980323,0.755876036
ID,Bear Lake,0.335739466,0.503609199
ID,Benewah,0.329019522,0.767712218
ID,Bingham,0.11045086,0.309262409
ID,Blaine,0.186202402,1.070663812
ID,Boise,0.293083236,0.146541618
ID,Bonner,0.288565589,0.577131177
ID,Bonneville,0.082855381,0.672049198
ID,Boundary,0.364331906,0.54649786
ID,Butte,0.381388253,0.762776506
ID,Camas,0.962463908,1.924927815
ID,Canyon,0.108298095,0.536567836
ID,Caribou,0.438788943,0.292525962
ID,Cassia,0.254885302,0.807136788
ID,Clark,0,0
ID,Clearwater,0.467180565,0.350385424
ID,Custer,1.207729469,0.966183575
ID,Elmore,0.153291945,0.421552847
ID,Franklin,0.153598034,0.537593119
ID,Fremont,0.155436388,0.388590969
ID,Gem,0.0592909,0.592908811
ID,Gooding,0.331917153,0.464684015
ID,Idaho,0.246685168,0.30835646
ID,Jefferson,0.074016506,0.407090781
ID,Jerome,0.0438251,0.438250504
ID,Kootenai,0.135753363,0.671979148
ID,Latah,0.182239463,0.75499206
ID,Lemhi,0.776598499,0.388299249
ID,Lewis,1.042209484,1.042209484
ID,Lincoln,0.376222724,0
ID,Madison,0.0788685,0.736105999
ID,Minidoka,0.0492053,0.246026669
ID,Nez Perce,0.274951883,0.699877521
ID,Oneida,0.239005736,1.195028681
ID,Owyhee,0.264247336,0.616577116
ID,Payette,0.218952531,0.525486075
ID,Power,0.131285283,0.262570566
ID,Shoshone,0.484261501,0.645682002
ID,Teton,0.193404893,0.483512233
ID,Twin Falls,0.210099612,0.778604444
ID,Valley,0.508854061,0.814166497
ID,Washington,0.19958088,0.59874264
IL,Adams,0.149280468,0.477697498
IL,Alexander,0.266951415,0
IL,Bond,0.0579072,0.405350628
IL,Boone,0.092817762,0.48265236
IL,Brown,0.292740047,0.43911007
IL,Bureau,0.147754137,0.354609929
IL,Calhoun,0.605326877,0.201775626
IL,Carroll,0.203873598,0.679578661
IL,Cass,0.380054728,0.608087565
IL,Champaign,0.168973558,0.830384342
IL,Christian,0.206538416,0.501593296
IL,Clark,0.185414091,0.927070457
IL,Clay,0.147928994,0.591715976
IL,Clinton,0.237736746,0.475473492
IL,Coles,0.150037509,0.731432858
IL,Cook,0.284573053,0.835039882
IL,Crawford,0.257824988,0.618779972
IL,Cumberland,0.276931598,0.276931598
IL,DeKalb,0.094820883,0.711156625
IL,De Witt,0.184229919,0.491279784
IL,Douglas,0.502790487,0.854743828
IL,DuPage,0.181192828,0.903819845
IL,Edgar,0.168152009,0.448405358
IL,Edwards,0.453377664,0.755629439
IL,Effingham,0.203962704,0.990675991
IL,Fayette,0.228623685,0.32007316
IL,Ford,0.219170076,0.438340152
IL,Franklin,0.126868133,0.558219786
IL,Fulton,0.138861888,0.555447552
IL,Gallatin,0,0
IL,Greene,0.372189966,0.297751973
IL,Grundy,0.099157164,0.753594447
IL,Hamilton,0.120540019,0.361620058
IL,Hancock,0.215470804,0.538677009
IL,Hardin,0.242189392,0
IL,Henderson,0.2891845,0.2891845
IL,Henry,0.181323663,0.463382694
IL,Iroquois,0.277017902,0.727171993
IL,Jackson,0.234596243,0.603247482
IL,Jasper,0.103917697,0.519588486
IL,Jefferson,0.259511081,0.778533243
IL,Jersey,0.177218555,0.575960303
IL,Jo Daviess,0.179742968,0.404421677
IL,Johnson,0.158717562,0.396793905
IL,Kane,0.151714564,0.616340417
IL,Kankakee,0.215488215,0.691358025
IL,Kendall,0.074165637,0.585084466
IL,Knox,0.192052853,0.749006126
IL,Lake,0.161659477,0.772845746
IL,LaSalle,0.188779317,0.620274899
IL,Lawrence,0,0.363218112
IL,Lee,0.172736433,0.374262271
IL,Livingston,0.211065087,0.527662718
IL,Logan,0.168089827,0.470651516
IL,McDonough,0.188205772,0.752823087
IL,McHenry,0.146444808,0.696426421
IL,McLean,0.160863146,0.729629268
IL,Macon,0.147669589,0.581449008
IL,Macoupin,0.236798484,0.430542699
IL,Madison,0.153811525,0.701530612
IL,Marion,0.103704856,0.622229136
IL,Marshall,0.249708673,0.416181122
IL,Mason,0.143905598,0.503669593
IL,Massac,0.13418316,0.3354579
IL,Menard,0.238663484,0.15910899
IL,Mercer,0.12543117,0.313577924
IL,Monroe,0.148271158,0.652393096
IL,Montgomery,0.136244422,0.681222112
IL,Morgan,0.143147528,0.629849123
IL,Moultrie,0.06739907,0.13479814
IL,Ogle,0.153595085,0.556782183
IL,Peoria,0.288278285,0.720695712
IL,Perry,0.276854928,0.46142488
IL,Piatt,0.182581705,0.365163411
IL,Pike,0.312070903,0.312070903
IL,Pope,0.467726848,0
IL,Pulaski,0.515907137,0.343938091
IL,Putnam,0.343997248,0
IL,Randolph,0.182542822,0.578052268
IL,Richland,0.186787871,0.99620198
IL,Rock Island,0.184851742,0.746253329
IL,St. Clair,0.131713136,0.718777401
IL,Saline,0.325044694,0.690719974
IL,Sangamon,0.150756042,0.773881013
IL,Schuyler,0.136425648,0.409276944
IL,Scott,0.192159877,0.384319754
IL,Shelby,0.181422351,0.317489115
IL,Stark,0.172028213,0
IL,Stephenson,0.129212878,0.581457952
IL,Tazewell,0.125269883,0.803201014
IL,Union,0.229265776,0.745113773
IL,Vermilion,0.188139675,0.52679109
IL,Wabash,0.173175167,0.865875833
IL,Warren,0.335683115,0.447577487
IL,Washington,0.557996792,0.697495989
IL,Wayne,0.181345584,0.30224264
IL,White,0.347850285,0.556560456
IL,Whiteside,0.140656868,0.527463253
IL,Will,0.148814083,0.695924683
IL,Williamson,0.208930277,0.626790831
IL,Winnebago,0.190613498,0.700071393
IL,Woodford,0.153112001,0.484854671
IN,Adams,0.20120146,0.459889052
IN,Allen,0.136642636,0.655884652
IN,Bartholomew,0.13712804,0.885099169
IN,Benton,0.229885057,0.574712644
IN,Blackford,0.322554633,0.403193291
IN,Boone,0.09690705,0.61374465
